Used Cars,Nebraska,Bruce Springsteen,185.0ø
State Trooper,The Sopranos - Music from The HBO Original Series,Bruce Springsteen,191.4ø
Nebraska,Nebraska,Bruce Springsteen,271.0ø
Johnny 99,Nebraska,Bruce Springsteen,223.0ø
Highway Patrolman,Nebraska / Tunnel Of Love / The Ghost Of Tom Joad,Bruce Springsteen,337.0ø
Billie Jean,HIStory - Past_ Present and Future - Book I,Michael Jackson,294.0ø
Phantom Lord,Kill 'Em All,Metallica,301.9ø
Motorbreath,Kill 'Em All,Metallica,188.3ø
Metal Militia,Kill 'Em All,Metallica,311.2ø
Hit The Lights,Some Kind Of Monster,Metallica,252.3ø
