Melissa (Album Version),Melissa,Mercyful Fate,402.1ø
At The Sound Of The Demon Bell (Album Version),Melissa,Mercyful Fate,323.7ø
Thirty Dollar Cowboy,Thirty Dollar Cowboy,Chris LeDoux,162.7ø
Montana Rodeo,Thirty Dollar Cowboy,Chris LeDoux,221.0ø
A Cowboy's Got To Ride (1991),Thirty Dollar Cowboy,Chris LeDoux,176.0ø
A Natural Thing,Best Of Earl Klugh_ Vol. 2,Earl Klugh,178.0ø
The Grammy Song,Fame And Wealth,Loudon Wainwright III,159.5ø
IDTTYWLM,Fame And Wealth,Loudon Wainwright III,245.6ø
Fame And Wealth,Fame And Wealth,Loudon Wainwright III,91.2ø
On the Way,Nod to the Old School,Armored Saint,282.9ø
Lesson Well Learned,Nod to the Old School,Armored Saint,171.9ø
False Alarm,March Of The Saint,Armored Saint,252.6ø
Until I Get You,Back to Mystery City,Hanoi Rocks,275.4ø
Tooting Bec Wreck,Back to Mystery City,Hanoi Rocks,368.9ø
Strange Boys Play Weird Openings,Back to Mystery City,Hanoi Rocks,42.8ø
Sailing Down The Tears,Back to Mystery City,Hanoi Rocks,247.3ø
Mental Beat,Back to Mystery City,Hanoi Rocks,304.2ø
Malibu Beach Nightmare,Back to Mystery City,Hanoi Rocks,166.9ø
Lick Summer Love,Back to Mystery City,Hanoi Rocks,259.7ø
Ice Cream Summer,Back to Mystery City,Hanoi Rocks,260.3ø
Back To Mystery City,Back to Mystery City,Hanoi Rocks,581.7ø
What's In A Bird,Figure Imposee,Alain Bashung,201.1ø
Week-End Doux,Figure Imposee,Alain Bashung,155.8ø
Funk-Se Quem Puder,Extra,Gilberto Gil,191.4ø
The Key,Willow:The Joan Armatrading Collection,Joan Armatrading,236.0ø
Drop The Pilot,The Very Best Of Joan Armatrading,Joan Armatrading,216.5ø
Up The Down Escalator,Script Of The Bridge - 25th Anniversary Edition,The Chameleons,237.8ø
Thursday's Child,Script Of The Bridge - 25th Anniversary Edition,The Chameleons,212.9ø
Pleasure and Pain,Strip,The Chameleons,286.5ø
Paper Tigers,Script Of The Bridge - 25th Anniversary Edition,The Chameleons,256.7ø
Monkeyland,Script Of The Bridge - 25th Anniversary Edition,The Chameleons,324.7ø
Don't Fall,My Favourite Flavours,The Chameleons,232.3ø
A Person Isn't Safe Anywhere These Days,Script Of The Bridge - 25th Anniversary Edition,The Chameleons,343.2ø
Young at Heart,Deep Sea Skiving,Bananarama,193.5ø
Wish You Were Here,Deep Sea Skiving,Bananarama,221.5ø
Tell Tale Signs,Deep Sea Skiving,Bananarama,187.7ø
Hey Young London,Deep Sea Skiving,Bananarama,235.5ø
Doctor Love,Deep Sea Skiving,Bananarama,222.2ø
Cruel Summer,The Very Best of Bananarama,Bananarama,209.6ø
Cheers Then,Deep Sea Skiving,Bananarama,211.3ø
Cairo,Bananarama,Bananarama,228.9ø
Boy Trouble,Deep Sea Skiving,Bananarama,194.3ø
Unemployment,#8,J.J. Cale,249.1ø
Trouble In The City,#8,J.J. Cale,202.9ø
Takin' Care Of Business,#8,J.J. Cale,130.2ø
Reality,#8,J.J. Cale,142.9ø
People Lie,#8,J.J. Cale,131.6ø
Losers,#8,J.J. Cale,160.6ø
Livin' Here Too,#8,J.J. Cale,138.4ø
Revenge of the Jelly Devils,Live At Retford Porterhouse,UK Subs,114.0ø
Another Typical City,Live At Retford Porterhouse,UK Subs,222.2ø
True Believers,True Colours & World Machine,Level 42,304.0ø
The Sun Goes Down (Living It Up),A Physical Presence,Level 42,300.4ø
The Chant Has Begun,True Colours & World Machine,Level 42,481.3ø
Standing In The Light,The Persuit Of Accidents & Standing In The Light,Level 42,447.4ø
Seven Days,True Colours & World Machine,Level 42,263.1ø
Out Of Sight Out Of Mind,The Persuit Of Accidents & Standing In The Light,Level 42,365.4ø
Micro-Kid,The Persuit Of Accidents & Standing In The Light,Level 42,433.4ø
Hot Water,Weave Your Spell: The Collection,Level 42,208.1ø
A Floating Life,True Colours & World Machine,Level 42,305.0ø
Victoria,Desperate,Divinyls,204.4ø
Take A Chance,Desperate,Divinyls,203.7ø
Siren Song,Desperate,Divinyls,150.8ø
Science Fiction,Essential,Divinyls,213.0ø
Ring Me Up,Desperate,Divinyls,191.0ø
Don't You Go Walking,Essential,Divinyls,364.1ø
Casual Encounter,Essential,Divinyls,186.6ø
Tag Und Nacht,Glut Und Asche (Remaster),Fehlfarben,283.1ø
Magnificent Obsession,Glut Und Asche (Remaster),Fehlfarben,291.1ø
