You Have Lived,Homeless Brother,Don McLean,220.9ø
Wonderful Baby,Favorites & Rarities (World),Don McLean,126.4ø
Winter Has Me In Its Grip,Homeless Brother,Don McLean,199.1ø
The Legend Of Andrew McCrew,Homeless Brother,Don McLean,364.9ø
Sunshine Life For Me (Sail Away Raymond),Homeless Brother,Don McLean,109.4ø
La La Love You,Favorites & Rarities (World),Don McLean,226.0ø
Homeless Brother,Homeless Brother,Don McLean,261.1ø
Great Big Man,Homeless Brother,Don McLean,195.7ø
Did You Know,Homeless Brother,Don McLean,246.0ø
Sweet Misery,Vol. 7,Melanie,186.7ø
Stars Up There,Vol. 7,Melanie,80.4ø
Holding Out,Vol. 3,Melanie,284.9ø
Living Water,Decade Of Confession,NARNIA,232.3ø
Fountain Of Sorrow,Jackson Browne Solo Acoustic Vol. 1,Jackson Browne,424.3ø
Due Mondi,Le Canzoni D'Amore,Lucio Battisti,315.3ø
Bene,Francesco De Gregori,Francesco De Gregori,260.4ø
Turn It Down,Chronology - The Best Of Sweet,Sweet,196.8ø
Fox On The Run,Chronology - The Best Of Sweet,Sweet,211.2ø
Ballroom Blitz,Chronology - The Best Of Sweet,Sweet,225.9ø
We've Got Such A Mellow Love,Knight Time + A Little Knight Music,Gladys Knight & The Pips,199.8ø
Mr. Welfare Man,Claudine (Original Soundtrack),Gladys Knight & The Pips,328.9ø
Pure Love,Live,Ronnie Milsap,71.4ø
Teenage Rampage,Chronology - The Best Of Sweet,Sweet,217.2ø
You Are So Beautiful,Love Songs: 14 All-time Favorites,Billy Preston,159.5ø
Nothing from Nothing,To Die For,Billy Preston,153.6ø
Deja Vu,So Far,Crosby_ Stills_ Nash & Young,252.8ø
Little Red Robin Hood Hit The Road,Drury Lane,Robert Wyatt,372.3ø
Alifib,Drury Lane,Robert Wyatt,384.4ø
Doraville,Champagne Jam Live,Atlanta Rhythm Section,229.1ø
Angel (what in the World's Come Over Us),Partly Plugged,Atlanta Rhythm Section,341.1ø
Ghost Town,Buddha And The Chocolate Box,Cat Stevens,190.9ø
A Bad Penny,Buddha And The Chocolate Box,Cat Stevens,201.8ø
Stardust,A Night At The Movies,David Essex,213.7ø
Gonna Make You A Star,David Essex,David Essex,212.9ø
America,David Essex,David Essex,201.9ø
No U Turn,Gli Anni '70/New Package,Franco Battiato,292.0ø
Wind Of Change (1996 Digital Remaster),Hall Of The Mountain Grill,Hawkwind,308.4ø
The Psychedelic Warlords (Disappear In Smoke) (1996 Digital Remaster),Hall Of The Mountain Grill,Hawkwind,410.0ø
What Does It Matter (Album Version),Holiday,America,142.2ø
Tin Man,Live In Chicago,America,281.8ø
Lonely People,Live In Chicago,America,157.0ø
Hollywood (Album Version),Holiday,America,171.0ø
Wings Of Karma,3CD Slipcase,Mahavishnu Orchestra,370.8ø
Smile Of The Beyond,Apocalypse,Mahavishnu Orchestra,484.9ø
Power Of Love,Apocalypse,Mahavishnu Orchestra,255.1ø
Weights Made Of Lead,Hot City,Alex Harvey Band,156.4ø
Tomahawk Kid,British Tour '76,Alex Harvey Band,338.3ø
Sergeant Fury,US Tour '74,Alex Harvey Band,219.1ø
Anthem,The Impossible Dream / Tomorrow Belongs To Me,The Sensational Alex Harvey Band,465.1ø
We Could,Girls I Have Known/ The Intimate Jim Reeves,Jim Reeves,186.7ø
Come Saturday Morning,Thundering Herd,Woody Herman,407.8ø
The Big Rip Off,Ital Dub,Augustus Pablo,264.4ø
House Rard,Ital Dub,Augustus Pablo,207.9ø
House Raid,Augustus Pablo,Augustus Pablo,209.0ø
Gun Trade,Ital Dub,Augustus Pablo,154.0ø
Return Of The Grievous Angel,Grievous Angel,Gram Parsons,266.2ø
Love Hurts,Country boxset,Gram Parsons,275.1ø
I Can't Dance,The Complete Reprise Sessions,Gram Parsons,142.0ø
Hearts On Fire,The Complete Reprise Sessions,Gram Parsons,231.3ø
$1000 Wedding,The Complete Reprise Sessions,Gram Parsons,303.2ø
The Pleasant Pheasant,The Billy Cobham Anthology,Billy Cobham,321.1ø
Spanish Moss - A Sound Portrait: Storm (Album Version),Crosswinds,Billy Cobham,172.5ø
Spanish Moss - A Sound Portrait: Savannah the Serene (Album Version),Crosswinds,Billy Cobham,314.4ø
Red Baron,Drum'n'voice - All that groove,Billy Cobham,464.4ø
Tonight,Night Ride,The Rubettes,215.0ø
Sugar Baby Love,The Very Best Of,The Rubettes,210.8ø
True One (LP Version),No Other,Gene Clark,239.0ø
Strength Of Strings (LP Version),No Other,Gene Clark,391.8ø
Some Misunderstanding (LP Version),No Other,Gene Clark,489.5ø
Silver Raven (LP Version),No Other,Gene Clark,293.7ø
No Other (LP Version),No Other,Gene Clark,308.5ø
Life's Greatest Fool (LP Version),No Other,Gene Clark,284.6ø
Lady Of The North (LP Version),No Other,Gene Clark,364.6ø
From A Silver Phial (LP Version),No Other,Gene Clark,220.9ø
Tu_ Forse Non Essenzialmente Tu,Ingresso Libero,Rino Gaetano,218.9ø
I Tuoi Occhi Sono Pieni Di Sale,Ingresso Libero,Rino Gaetano,174.9ø
Agapito Malteni Il Ferroviere,Ingresso Libero,Rino Gaetano,172.9ø
Ad Esempio A Me Piace Il Sud,Ingresso Libero,Rino Gaetano,256.1ø
Ad 4000 D.C.,Ingresso Libero,Rino Gaetano,223.1ø
