Easy Going Me,Adam Faith Singles Collection: His Greatest Hits,Adam Faith,112.8ø
As You Like It,The Very Best Of Adam Faith,Adam Faith,121.6ø
Don't Fence Me In,Les chansons en or,Bing Crosby_ The Andrews Sisters,187.4ø
Picks And Pans (Live),Pick Hits Live,John Scofield,420.0ø
Make Me (Live),Pick Hits Live,John Scofield,251.3ø
Sous Le Ciel De Paris,Purely Edith Piaf,Edith Piaf,204.2ø
Passarim,Antonio Carlos Jobim: Finest Hour,Antonio Carlos Jobim,218.9ø
Luiza,Antonio Carlos Jobim And Friends,Antonio Carlos Jobim,209.1ø
Brasil Nativo,Passarim,Antonio Carlos Jobim,232.7ø
Bebel,Passarim,Antonio Carlos Jobim,193.0ø
Anos Dourados,Fotografia - Os Anos Dourados De Tom Jobim,Antonio Carlos Jobim,265.6ø
Sandina,Os Replicantes,Os Replicantes,178.4ø
Nicotina,Os Replicantes,Os Replicantes,79.5ø
Festa Punk,Os Replicantes,Os Replicantes,180.1ø
Chernobil,Os Replicantes,Os Replicantes,239.2ø
Astronauta,Os Replicantes,Os Replicantes,221.7ø
Wholly Cats,AC-DC Current,Charlie Christian,183.8ø
Till Tom Special,Benny's Bugle (Best Of),Charlie Christian,183.7ø
Solo Flight,Kings Of Jazz Guitar,Charlie Christian,167.7ø
Breakfast Feud,Charlie Christian_ The First Master Of The Electric Guitar - CD C,Charlie Christian,125.7ø
Benny's Bugle,Charlie Christian_ The First Master Of The Electric Guitar - CD C,Charlie Christian,222.7ø
Tierra De Nadie,Tierra De Nadie,Baron Rojo,386.4ø
Sombras En La Noche,Tierra De Nadie,Baron Rojo,357.9ø
Pobre Madrid,Tierra De Nadie,Baron Rojo,307.1ø
Pico De Oro,Tierra De Nadie,Baron Rojo,314.9ø
La Voz De Su Amo,Tierra De Nadie,Baron Rojo,281.3ø
El Precio Del Futuro,Tierra De Nadie,Baron Rojo,462.8ø
El Pedal,Tierra De Nadie,Baron Rojo,325.3ø
Murder Angels,Live 2008 I-Gods Of Metal,Death SS,245.6ø
Horrible Eyes,Live 2008 I-Gods Of Metal,Death SS,312.1ø
Cursed Mama,Live 2008 I-Gods Of Metal,Death SS,213.6ø
