Ono,Tape Head,King's X,234.3ø
Little Bit Of Soul,Live all over the place,King's X,288.2ø
Higher than God,Tape Head,King's X,180.8ø
Groove Machine,Live All Over The Place,King's X,250.5ø
Thoughts Of Superiority,In Battle&,Heaven Shall Burn,298.0ø
Forthcoming Fire,In Battle&,Heaven Shall Burn,262.5ø
Racist Society,Major Label Debut,Screeching Weasel,117.6ø
I Don't Care Anymore,Beat Is On the Brat,Screeching Weasel,162.3ø
Dummy Up,Television City Dream,Screeching Weasel,102.0ø
Afrocentric Dub,Afrocentric Dub: Black Liberation Dub Chapter 5,Mad Professor,351.4ø
You Ain't Gotta Lie To Kick It,Best Of Silkk The Shocker,Silkk The Shocker,304.2ø
Who I Be,Charge It 2 Da Game,Silkk The Shocker,220.3ø
What Gangstas Do,Charge It 2 Da Game,Silkk The Shocker,235.8ø
We Can Dance,Charge It 2 Da Game,Silkk The Shocker,317.5ø
Ummm,Charge It 2 Da Game,Silkk The Shocker,60.8ø
Thug 'N' Me,Charge It 2 Da Game,Silkk The Shocker,287.3ø
Throw Yo Hood Up,Charge It 2 Da Game,Silkk The Shocker,307.9ø
Me And You,Charge It 2 Da Game,Silkk The Shocker,206.1ø
Mama Always Told Me,Charge It 2 Da Game,Silkk The Shocker,278.4ø
Just Be Straight With Me,Charge It 2 Da Game,Silkk The Shocker,260.1ø
How Many,Charge It 2 Da Game,Silkk The Shocker,252.0ø
Give Me The World,Charge It 2 Da Game,Silkk The Shocker,182.2ø
All Night,Charge It 2 Da Game,Silkk The Shocker,241.4ø
What Put the Blood?,Caliban,Caliban,194.9ø
Tipsy Sailor,Caliban,Caliban,394.7ø
The Open Door,Caliban,Caliban,218.0ø
One More Lie,The Split Program II,Caliban_ Heaven Shall Burn,215.9ø
One Day,The Split Program II,Caliban_ Heaven Shall Burn,142.0ø
Oh No,Caliban,Caliban,195.9ø
Major Malley,Caliban,Caliban,227.5ø
Company of Wolves,Caliban,Caliban,410.0ø
Bold John Barleycorn,Caliban,Caliban,174.5ø
To Enter Pagan (Live),A Journey's End,Primordial,335.2ø
The Purging Fire (Gods To The Godless) (Live),A Journey's End,Primordial,398.2ø
The Calling (Live),A Journey's End,Primordial,291.0ø
The Burning Season (Live),A Journey's End,Primordial,508.3ø
Solitary Mourner,A Journey's End,Primordial,173.0ø
Let The Sun Set On Life Forever (Live),A Journey's End,Primordial,430.7ø
Journey's End (Live),A Journey's End,Primordial,441.7ø
Journey's End,A Journey's End,Primordial,480.8ø
Infernal Summer (Live),A Journey's End,Primordial,358.8ø
Graven Idol (Live),A Journey's End,Primordial,483.7ø
Graven Idol,A Journey's End,Primordial,484.9ø
Dark Song,A Journey's End,Primordial,304.7ø
Children Of The Harvest (Live),A Journey's End,Primordial,409.5ø
Autumn's Ablaze (Live),A Journey's End,Primordial,484.1ø
Autumn's Ablaze,A Journey's End,Primordial,496.9ø
And The Sun Set On Life Forever (Bonus Track),A Journey's End,Primordial,557.3ø
An Aistear Deirneach,A Journey's End,Primordial,265.8ø
Pressure Zone Dub,Afrocentric Dub: Black Liberation Dub Chapter 5,Mad Professor,273.6ø
Greathop Dub,Dubtronic,Mad Professor,260.0ø
Drum & Base In The Asylum,Dubtronic,Mad Professor,260.5ø
Disco Dude,Dubtronic,Mad Professor,216.8ø
Confa Dance,The Dubest 1982 - 2003,Mad Professor,440.3ø
Chillout Zone,Afrocentric Dub: Black Liberation Dub Chapter 5,Mad Professor,276.9ø
Unconscious (Album Version),Against,Sepultura,217.5ø
T3rcermillennium (Album Version),Against,Sepultura,235.1ø
Reza (Album Version),Against,Sepultura,136.9ø
Old Earth (Album Version),Against,Sepultura,269.0ø
Kamaitachi (Album Version),Against,Sepultura,183.3ø
Hatred Aside (Album Version),Against,Sepultura,313.9ø
Floaters In Mud (Album Version),Against,Sepultura,298.6ø
F.O.E. (Album Version),Against,Sepultura,128.0ø
Common Bonds (Album Version),Against,Sepultura,179.0ø
Boycott (Album Version),Against,Sepultura,190.9ø
Against (Album Version),Against,Sepultura,114.5ø
Panatella,The Mavericks Collection,The Mavericks,160.3ø
