Temptation,Supreme Love Gods,Supreme Love Gods,271.6ø
Souled Out,Supreme Love Gods,Supreme Love Gods,247.5ø
Riverbends,Supreme Love Gods,Supreme Love Gods,239.3ø
Nothing,Supreme Love Gods,Supreme Love Gods,278.9ø
Fantastique,Supreme Love Gods,Supreme Love Gods,299.2ø
Cat (Garage Version),Supreme Love Gods,Supreme Love Gods,252.1ø
Blackstripe,Supreme Love Gods,Supreme Love Gods,301.3ø
All Over,Supreme Love Gods,Supreme Love Gods,229.2ø
Alive,Supreme Love Gods,Supreme Love Gods,238.2ø
Ain't Love The Strangest Thing,The Essential,The Black Sorrows,348.3ø
Marbles,Teenbeat 50,Circus Lupus,173.1ø
You're My First Lady,The Very Best Of,T.G. Sheppard,210.8ø
Last Cheater's Waltz,The Very Best Of,T.G. Sheppard,224.9ø
Sagefield Woman Blues,Kokomo Arnold Vol. 1 (1930 - 1935),Kokomo Arnold,194.2ø
The Solar Sex Panel (Album Version),Little Village,Little Village,226.4ø
The Action (Album Version),Little Village,Little Village,204.8ø
Take Another Look (Album Version),Little Village,Little Village,220.0ø
She Runs Hot (Album Version),Little Village,Little Village,198.7ø
Inside Job (Album Version),Little Village,Little Village,256.3ø
Don't Think About Her When You're Trying To Drive (Album Version),Little Village,Little Village,272.6ø
Don't Go Away Mad (Album Version),Little Village,Little Village,218.7ø
Don't Bug Me When I'm Working (Album Version),Little Village,Little Village,236.0ø
Do You Want My Job (Album Version),Little Village,Little Village,337.8ø
Big Love (Album Version),Little Village,Little Village,385.0ø
A Walk in the Park,Disco Hits 70,Nick Straker,257.9ø
Der Stolz italienischer Frauen,Nur das Beste,Ulla Meinecke,266.0ø
Wash Away The Filth,Megatrends In Brutality,Comecon,213.2ø
Ulcer,Megatrends In Brutality,Comecon,258.1ø
The Mule,Megatrends In Brutality,Comecon,140.1ø
The Future Belongs To Us,Megatrends In Brutality,Comecon,225.9ø
Teuton Tantrums,Megatrends In Brutality,Comecon,197.3ø
Slope,Megatrends In Brutality,Comecon,193.9ø
Omnivorous Excess,Megatrends In Brutality,Comecon,252.9ø
Good Boy Benny,Megatrends In Brutality,Comecon,235.5ø
Dog Days,Megatrends In Brutality,Comecon,183.5ø
Conductor Of Ashes,Megatrends In Brutality,Comecon,234.5ø
Armed Solution,Megatrends In Brutality,Comecon,268.1ø
Nature Of My Business,Shooting Gallery,Shooting Gallery,309.3ø
As Long As I Live,Blue Bossa,Eddie Daniels,202.8ø
Vem Fazer Amor Comigo,Sonho Por Sonho,Leandro and Leonardo,197.2ø
Tokio Jam,Dynamics + Discipline,Moskwa TV,230.0ø
Overlord,Spiritually Uncontrolled Art,Liers In Wait,226.0ø
Maleficent Dreamvoid,Spiritually Uncontrolled Art,Liers In Wait,277.7ø
Liers In Wait,Spiritually Uncontrolled Art,Liers In Wait,246.7ø
Gateways,Spiritually Uncontrolled Art,Liers In Wait,94.1ø
Bleeding Shrines of Stone,Spiritually Uncontrolled Art,Liers In Wait,180.0ø
Vision Of Hope,One World,Maroon Town,289.9ø
Swing Easy,One World,Maroon Town,297.6ø
Streets Of San Francisco,One World,Maroon Town,248.9ø
Return Of The Django,One World,Maroon Town,212.2ø
Pound To The Dollar,One World,Maroon Town,285.4ø
One World,One World,Maroon Town,231.3ø
Nostalgia,One World,Maroon Town,234.1ø
Fix The Future,One World,Maroon Town,241.0ø
Every Little Step,One World,Maroon Town,265.1ø
Chameleon,One World,Maroon Town,279.3ø
Walkin' Down The Line,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,135.4ø
Tulsa County,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,163.6ø
The Girl With Green Eyes,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,135.7ø
The Devil's Got My Woman,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,186.9ø
Take A Giant Step,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,175.9ø
Sunny's Dream,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,182.7ø
Spanish Lace Blues,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,134.3ø
Let The Good Times Roll,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,164.1ø
Last Fair Deal Gone Down,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,159.5ø
If The River Was Whiskey (Divin' Duck Blues),Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,162.7ø
I Got A Little,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,204.1ø
Flyin' So High,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,186.8ø
Dust My Broom,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,185.5ø
Corrina_ Corrina,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,177.8ø
By And By (Poor Me),Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,213.4ø
Baby_ What You Want Me To Do?,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,176.7ø
2:10 Train,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,251.3ø
11th Street Overcrossing,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,133.7ø
.44 Blues,Rising Sons Featuring Taj Mahal and Ry Cooder,Rising Sons,204.4ø
People From Ibiza,Sandy Marton - Greatest Hits,Sandy Marton,308.3ø
What's that on your shirt?,Opportunity Crosses the Bridge,Forever Einstein,141.2ø
This ain't Disneyland,Opportunity Crosses the Bridge,Forever Einstein,122.9ø
Shut that thing off and come to bed,Opportunity Crosses the Bridge,Forever Einstein,114.3ø
Sheba wore no nylons,Opportunity Crosses the Bridge,Forever Einstein,131.4ø
She wears her dead mother's hat,Opportunity Crosses the Bridge,Forever Einstein,263.5ø
radium,Opportunity Crosses the Bridge,Forever Einstein,48.4ø
phosphorus,Opportunity Crosses the Bridge,Forever Einstein,36.5ø
On the way to Chartres we stopped and walked through the fiel,Opportunity Crosses the Bridge,Forever Einstein,85.5ø
Nude hula,Opportunity Crosses the Bridge,Forever Einstein,112.6ø
My friends made fun of my pants,Opportunity Crosses the Bridge,Forever Einstein,130.8ø
