Who Is It,Bad / Dangerous,Michael Jackson,393.3ø
In The Closet,Bad / Dangerous,Michael Jackson,390.6ø
Heal The World,King Of Pop,Michael Jackson,272.5ø
Gone Too Soon,Bad / Dangerous (Coffret 2 CD),Michael Jackson,201.7ø
You're So Cold,Mariah Carey/Emotions/Music Box,Mariah Carey,304.5ø
Till The End Of Time,3 CD Boxset,Mariah Carey,336.2ø
So Blessed,Mariah Carey/Emotions/Music Box,Mariah Carey,252.3ø
Make It Happen,Mariah Carey Mtv Unplugged Ep,Mariah Carey,249.6ø
If It's Over,Emotions,Mariah Carey,277.1ø
Emotions,Mariah Carey Mtv Unplugged Ep,Mariah Carey,239.8ø
And You Don't Remember,Emotions,Mariah Carey,265.7ø
Wherever I May Roam,S & M,Metallica,421.5ø
The God That Failed,Metallica,Metallica,308.5ø
Of Wolf And Man,Metallica,Metallica,257.0ø
Nothing Else Matters,S & M,Metallica,409.8ø
Enter Sandman,Metallica,Metallica,333.7ø
