She Makes A Sound,Labours Of Love - The Best Of Hue And Cry,Hue And Cry,344.3ø
Remembrance And Gold (Album Version),Stars Crash Down,Hue And Cry,308.0ø
My Salt Heart,Stars Crash Down,Hue And Cry,201.2ø
You Made Me Love You,100 Hits - Wartime Memories,Harry James And His Orchestra,186.6ø
Working With Homesick,Blues On The South Side,Homesick James,199.7ø
The Woman I'm Lovin',Blues On The South Side,Homesick James,125.3ø
The Cloud Is Crying,Blues On The South Side,Homesick James,206.6ø
Stones In My Passway,Blues On The South Side,Homesick James,198.5ø
She May Be Your Woman,Blues On The South Side,Homesick James,159.9ø
Lonesome Road,Blues On The South Side,Homesick James,201.9ø
Johnny Mae,Blues On The South Side,Homesick James,211.0ø
Homesick's Shuffle,Blues On The South Side,Homesick James,252.9ø
Gotta Move,Blues On The South Side,Homesick James,152.3ø
Goin' Down Swingin',Blues On The South Side,Homesick James,224.1ø
Bim Bam Boom,The Very Best Of The El Dorados,The El Dorados,168.5ø
What Kind Of Gal Is That?,Chess Blues Guitar / Two Decades Of Killer Fretwork_ 1949-1969,Jody Williams,169.1ø
Ya Got Love,Kansas City Jazz (Bennie Moten Volume 6 1930-32),Bennie Moten's Kansas City Orchestra,196.1ø
Toby,Kansas City Jazz 30's And 40's,Bennie Moten's Kansas City Orchestra,196.5ø
Somebody Stole My Gal,Kansas City Jazz 30's And 40's,Bennie Moten's Kansas City Orchestra,172.4ø
Prince Of Wails,Kansas City Jazz 30's And 40's,Bennie Moten's Kansas City Orchestra,160.8ø
Milenberg Joys,Kansas City Jazz (Bennie Moten Volume 6 1930-32),Bennie Moten's Kansas City Orchestra,169.7ø
Lafayette,The History of Rhythm and Blues 1925 - 1942,Bennie Moten's Kansas City Orchestra,164.8ø
That Ain't My Wife,The Excellent Sides of Swamp Dogg Vol. 1,Swamp Dogg,192.5ø
She's Built To Kill,Surfin' in Harlem,Swamp Dogg,222.7ø
Remember I Said Tomorrow,The Excellent Sides of Swamp Dogg Vol. 1,Swamp Dogg,162.9ø
I Was Born Blue,The Excellent Sides of Swamp Dogg Vol. 1,Swamp Dogg,181.9ø
I Want To Hear Some Rock 'N' Roll,Surfin' in Harlem,Swamp Dogg,250.3ø
Got to Get a Message to You,The Excellent Sides of Swamp Dogg Vol. 1,Swamp Dogg,246.6ø
Couldn't Live With You,Surfin' in Harlem,Swamp Dogg,261.1ø
Break of Dawn,Cream 1992-2008,Rhythm On The Loose,307.6ø
