When Sugar Cane Was King,The Screaming Cat,Omar & The Howlers,298.1ø
Too Many People Talkin',The Screaming Cat,Omar & The Howlers,228.3ø
The Screamin' Cat,The Screaming Cat,Omar & The Howlers,231.2ø
Steady Rock,The Screaming Cat,Omar & The Howlers,203.4ø
Snake Oil Doctor,The Screaming Cat,Omar & The Howlers,301.9ø
Radio Man,The Screaming Cat,Omar & The Howlers,236.9ø
Party Girl,The Screaming Cat,Omar & The Howlers,155.7ø
One Hundred Pounds Of Pain,The Screaming Cat,Omar & The Howlers,191.6ø
Bad Ol' Man,The Screaming Cat,Omar & The Howlers,279.2ø
The Team,Full Leather Jacket,Teen Idols,151.2ø
I Don't Want Her,Full Leather Jacket,Teen Idols,128.5ø
Coming Down,Full Leather Jacket,Teen Idols,164.2ø
Camera Shy,Full Leather Jacket,Teen Idols,170.8ø
Band Wagon,Full Leather Jacket,Teen Idols,133.7ø
