You've Been a Good Old Wagon,Sings the Blues,Juanita Hall,203.5ø
Second Hand,Juanita Hall Sings The Blues,Juanita Hall,150.4ø
Second Fiddle,Sings the Blues,Juanita Hall,149.1ø
Nobody Knows You When You're Down And Out,Juanita Hall Sings The Blues,Juanita Hall,222.9ø
Lovin Sam_ The Sheik From Alabam',Juanita Hall Sings The Blues,Juanita Hall,157.0ø
I Don't Want It Second Hand,Juanita Hall Sings The Blues,Juanita Hall,165.9ø
Hold That Train,Juanita Hall Sings The Blues,Juanita Hall,187.2ø
Gulf Coast Blues,Juanita Hall Sings The Blues,Juanita Hall,193.9ø
Gimme A Pigfoot And A Bottle Of Beer,Juanita Hall Sings The Blues,Juanita Hall,207.2ø
Bali Ha'i,The Best Of Broadway Vol 1,Juanita Hall,207.1ø
Baby Won't You Please Come Home,Sings the Blues,Juanita Hall,142.9ø
A Good Man (Is Hard To Find),Juanita Hall Sings The Blues,Juanita Hall,231.4ø
Tobacco Road,The Best Of Love Affair,Love Affair,233.7ø
The Tree,The Everlasting Love Affair,Love Affair,168.5ø
The First Cut Is The Deepest,The Everlasting Love Affair,Love Affair,204.2ø
Tale Of Two Bitters,The Everlasting Love Affair,Love Affair,156.9ø
So Sorry,The Love Affair Superhits,Love Affair,191.2ø
Please Stay,The Everlasting Love Affair,Love Affair,257.6ø
Once Upon A Season,The Everlasting Love Affair,Love Affair,241.3ø
Could I Be Dreaming,The Everlasting Love Affair,Love Affair,199.9ø
Build On Love,The Everlasting Love Affair,Love Affair,151.3ø
60 Minutes (Of Your Love),The Love Affair Superhits,Love Affair,217.7ø
Seven Days and One Week,Godskitchen Pure Trance Anthems,B.B.E.,526.8ø
Nube Gris,Caminemos,Maria Dolores Pradera,158.5ø
Zana,Legend Of The Sun Virgin (World),Yma Sumac,123.0ø
Mamallay!,Legend Of The Sun Virgin (World),Yma Sumac,179.1ø
Ccori Canastitay,Recital,Yma Sumac,155.8ø
Lucky Seven (Bill's Tune),Erskine Hawkins - Night After Night,ERSKINE HAWKINS,177.3ø
Knock Me A Kiss,Erskine Hawkins - Night After Night,ERSKINE HAWKINS,166.2ø
Good Dip,Erskine Hawkins - Night After Night,ERSKINE HAWKINS,182.0ø
