Sunshine Rain (LP Version),Dogman,King's X,274.5ø
Shoes (LP Version),Dogman,King's X,209.7ø
Manic Depression,Live all over the place,King's X,338.7ø
Human Behaviour  (LP Version),Dogman,King's X,267.9ø
Complain (LP Version),Dogman,King's X,198.7ø
Complain,Live all over the place,King's X,196.5ø
Striving For The Lazy Perfection,Striving For The Lazy Perfection,The Orchids,236.3ø
Eugina,Eugina,Salt Tank,497.1ø
Pillow (LP Version),Dogman,King's X,263.8ø
212 N. 12th,Anthology (Salsoul) Vol.2,The Salsoul Orchestra,512.9ø
This Is Your Life,The Heartwork EP,Carcass,248.7ø
Rot N Roll,The Heartwork EP,Carcass,229.3ø
Genital Grinder 2,Rareache,Carcass,179.6ø
I Want To Talk About You,Legacy,John Coltrane Quartet,535.2ø
When Revolution Comes,Black Liberation Dub,Mad Professor,222.2ø
Slavery 21st Century,Black Liberation Dub,Mad Professor,218.7ø
Riot In Capetown,Black Liberation Dub,Mad Professor,253.0ø
Psychological Warfare,The Inspirational Sounds Of Mad Professor,Mad Professor,234.7ø
Freedom Must Be Taken,Black Liberation Dub,Mad Professor,224.2ø
Colonial Mentality,Black Liberation Dub,Mad Professor,183.4ø
Black Skin White Minds,Black Liberation Dub,Mad Professor,220.3ø
Black Liberation Dub,Black Liberation Dub,Mad Professor,230.5ø
