Bumming Around,Country And Western Hall Of Fame,Jimmy Dean,168.0ø
Le petit cheval,Georges Brassens,Georges Brassens,140.7ø
Le Parapluie,La Mauvaise Reputation,Georges Brassens,144.5ø
Lawdy Miss Clawdy,Golden Decade - Music Of My Life (Vol.  09),Lloyd Price,149.1ø
Love Dance,The Ritual Of The Savage / The Passions,Les Baxter,136.1ø
Kinkajou,The Ritual Of The Savage / The Passions,Les Baxter,168.8ø
Sad Hours,Blues With A Feeling,Little Walter,190.7ø
Mean Old World,Blues With A Feeling,Little Walter,173.0ø
Juke,Tico Tico,Little Walter & His Night Cats,167.7ø
Can't Hold On Much Longer,Blues With A Feeling,Little Walter,180.2ø
Le gorille,Le gorille,Georges Brassens,201.7ø
Le fossoyeur,Une Jolie Fleur,Georges Brassens,146.4ø
It Wasn't God Who Made Honky Tonk Angels,And the Year Was...1952,Kitty Wells,151.2ø
Back Street Affair,25 American Country Number 1's,Webb Pierce,187.6ø
