Quasimodo,The Bird,Charlie Parker,179.6ø
Uncovered,Louder Than Love,Soundgarden,271.4ø
Power Trip,Louder Than Love,Soundgarden,249.4ø
Loud Love,Louder Than Love,Soundgarden,297.5ø
Get On The Snake,Louder Than Love,Soundgarden,226.4ø
Big Dumb Sex,Louder Than Love,Soundgarden,253.0ø
Voices Praise Him  (Dc Talk Album Version),dc Talk,DC Talk,231.1ø
Time Ta Jam  (Dc Talk Album Version),dc Talk,DC Talk,122.2ø
Gandhi II,UHF: Weird Al Yankovic,Weird Al Yankovic,60.2ø
Fun Zone,UHF: Weird Al Yankovic,Weird Al Yankovic,105.6ø
White Christmas Makes Me Blue (Album Version),An Old Time Christmas,Randy Travis,205.9ø
When Your World Was Turning For Me (Album Version),No Holdin' Back,Randy Travis,158.7ø
Somewhere In My Broken Heart (Album Version),No Holdin' Back,Randy Travis,194.5ø
Old Time Christmas (Album Version),An Old Time Christmas,Randy Travis,193.2ø
No Stoppin' Us Now (Album Version),No Holdin' Back,Randy Travis,182.5ø
Meet Me Under The Mistletoe (Album Version),An Old Time Christmas,Randy Travis,163.3ø
God Rest Ye Merry Gentlemen (Album Version),An Old Time Christmas,Randy Travis,165.5ø
Rock It for Me,Rhythm and Romance,Ella Fitzgerald,189.5ø
My Last Affair,Jukebox Memories - Stardust,Ella Fitzgerald,163.6ø
I got a guy,The Quintessence : New-York (1929-1939),Chick Webb,200.3ø
Dream A Little Dream Of Me,All my life,Ella Fitzgerald_ Sy Oliver's Orchestra,182.8ø
Upfront Blues,Jefferson Airplane,Jefferson Airplane,122.3ø
Too Many Years,Jefferson Airplane,Jefferson Airplane,250.6ø
Panda,Jefferson Airplane,Jefferson Airplane,218.3ø
Ice Age,Jefferson Airplane,Jefferson Airplane,256.0ø
I Don't Wanna,Hate Your Friends,Lemonheads,99.2ø
Cazzo Di Ferro,Lick,Lemonheads,225.3ø
You Got It,Playlist: The Very Best Of Roy Orbison,Roy Orbison,210.4ø
With The Bug,The Big O: The Original Singles Collection,Roy Orbison,150.3ø
Today's Teardrops,Sings Lonely And Blue,Roy Orbison,132.1ø
The Comedians,The Essential Roy Orbison,Roy Orbison,212.6ø
Paper Boy,The Love Songs,Roy Orbison,138.4ø
Bye Bye Love,Sings Lonely And Blue,Roy Orbison,133.4ø
You're A Weaver Of Dreams,A Night Out With Verve,JOHN COLTRANE,334.1ø
Singing The Blues (Album Version),No Holdin' Back,Randy Travis,137.5ø
Santa Claus Is Coming To Town (Album Version),An Old Time Christmas,Randy Travis,125.0ø
Oh_ What A Silent Night (Album Version),An Old Time Christmas,Randy Travis,152.5ø
Mining For Coal (Album Version),No Holdin' Back,Randy Travis,186.8ø
Silent Night,The Ultimate Christmas Collection,Michael W. Smith,94.6ø
Wrong Number,Cycles,The Doobie Brothers,247.1ø
Too High A Price,Cycles,The Doobie Brothers,251.6ø
Tonight I'm Coming Through (The Border),Cycles,The Doobie Brothers,269.4ø
Time Is Here And Gone,Cycles,The Doobie Brothers,227.9ø
The Doctor,Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,230.3ø
Take Me To The Highway,Cycles,The Doobie Brothers,199.2ø
I Can Read Your Mind,Cycles,The Doobie Brothers,268.0ø
Mr Blue Sky,Top Of The Pops - Top Tens,Electric Light Orchestra,301.9ø
Lux Venit,The Ultimate Christmas Collection,Michael W. Smith,208.4ø
Christ The Messiah,The Ultimate Christmas Collection,Michael W. Smith,238.4ø
Wings Of Glory,Rare Orbison,Roy Orbison,180.8ø
Here Comes That Song Again,Sings Lonely And Blue,Roy Orbison,163.9ø
California Blue,The Essential Roy Orbison,Roy Orbison,236.1ø
Cadaverous mastication,Rare Trax,Meshuggah,471.1ø
Beepers,Playlist: The Very Best Of Sir Mix-A-Lot,Sir Mix-A-Lot,255.2ø
We Two Are One,Live 1983-1989,Eurythmics,259.4ø
Sylvia,We Too Are One,Eurythmics,284.5ø
Revival,We Too Are One,Eurythmics,247.1ø
Angel,Live 1983-1989,Eurythmics,366.5ø
Wicked Game (LP Version),Heart Shaped World,Chris Isaak,287.1ø
I'm Not Waiting (LP Version),Heart Shaped World,Chris Isaak,195.9ø
Forever Young (LP Version),Heart Shaped World,Chris Isaak,203.2ø
Diddley Daddy (LP Version),Heart Shaped World,Chris Isaak,245.9ø
Whole Lotta Trouble,Timespace - The Best Of Stevie Nicks,Stevie Nicks,271.8ø
Rooms On Fire,Timespace - The Best Of Stevie Nicks,Stevie Nicks,280.2ø
Chico Perdido,El Satanico Dr.Cadillac,Los Fabulosos Cadillacs,231.0ø
When Will I Ever Learn To Live In God,Still On Top - The Greatest Hits,Van Morrison,337.1ø
When The Saints (Go Marching In),Avalon Sunset,Van Morrison,363.8ø
I'm Tired Joey Boy,Avalon Sunset,Van Morrison,153.3ø
I Want That Man,Complete Picture,Deborah Harry,219.3ø
When Love Takes Over You,The Collection,Donna Summer,253.6ø
This Time I Know It's For Real,The Journey: The Very Best Of Donna Summer,Donna Summer,215.8ø
Mac Dre's The Name,Mac Dre's The Name,Mac Dre,240.1ø
Kittens Got Claws,The Infinite Steve Vai: An Anthology,Whitesnake,299.2ø
Goop All Over The Phone (Pleasant All Over The Bill),The Vandals Play Really Bad Original Country Tunes,The Vandals,193.7ø
When The Day Goes Down,We Too Are One,Eurythmics,358.2ø
Don't Ask Me Why,We Too Are One,Eurythmics,263.1ø
Just Me And My Telephone,I'm in the mood,John Lee Hooker,197.6ø
Space Transmission,On The Sunday Of Life,Porcupine Tree,179.3ø
Who Knows? (Alternate Take),Genius Of Modern Music Vol 1,Thelonious Monk,159.4ø
