Letter To Evan,Consecration,Bill Evans Trio,539.5ø
Laurie,Consecration,Bill Evans Trio,422.7ø
I Do It For Your Love,Consecration,Bill Evans Trio,378.1ø
We Gonna Move To Kansas City,Fine Cuts,Walter Horton,257.0ø
Stop Clownin',Fine Cuts,Walter Horton,211.9ø
Relaxin' (Instrumental),Fine Cuts,Walter Horton,253.5ø
Put The Kettle On,Fine Cuts,Walter Horton,220.9ø
Need My Baby,Fine Cuts,Walter Horton,191.9ø
La Cucaracha,Fine Cuts,Walter Horton,182.5ø
Hobo Blues (Instrumental),Fine Cuts,Walter Horton,77.9ø
Everybody's Fishin',Fine Cuts,Walter Horton,181.5ø
I Love The Nightlife (Disco 'Round),The Collection,Alicia Bridges,339.9ø
Just One Love,Sudden Stop,Colin James,216.7ø
Just Came Back,Sudden Stop,Colin James,298.5ø
Willow Weep For Me,Whispering Gypsy,Stephane Grappelli,163.5ø
Aquarius,Autumn Leaves,Barney Kessel,306.1ø
Too Late For Mama,Legends,Brenda Fassie,353.3ø
Jesse,The Greatest Hits,Grandmaster Flash & The Furious Five,306.3ø
Flash To The Beat,The Greatest Hits,Grandmaster Flash & The Furious Five,261.4ø
Yo No Quiero Ser Feliz,La Vida Mata,Los Enemigos,225.7ø
Traspies,La Vida Mata,Los Enemigos,231.8ø
Septiembre,La Vida Mata,Los Enemigos,211.3ø
Paquito,La Vida Mata,Los Enemigos,148.0ø
Nadie Me quiere,Se Buscan Fulmontis,Los Enemigos,259.9ø
Miedo,La Vida Mata,Los Enemigos,210.9ø
La Torre De Babel,La Vida Mata,Los Enemigos,171.5ø
Firmaras,La Vida Mata,Los Enemigos,219.9ø
El Fraile Y Yo,La Vida Mata,Los Enemigos,234.5ø
Desde El Jergon,La Vida Mata,Los Enemigos,220.0ø
Aavaa preeriaa,Kohdusta hautaan,Tuomari Nurmio,206.9ø
Tumma virta,20 Suosikkia  / Laulajan testamentti,Irwin Goodman,208.5ø
Suojelusenkeli,Hurraa! Me teemme laivoja,Irwin Goodman,198.3ø
Riemu ja ratto,Lauluja elokuvasta Rentun Ruusu,Irwin Goodman,155.5ø
Koskenkorvassa,Hurraa! Me teemme laivoja,Irwin Goodman,159.6ø
Kaikki kaipaa rakkautta,Nostalgia,Irwin Goodman,253.8ø
Sigh,Epicurean,The Orchids,284.3ø
Pelican Blonde,Epicurean,The Orchids,249.5ø
Blue Light,Epicurean,The Orchids,204.6ø
