You'll Just Never Know,702,702,302.0,0.629,0.427,1999ø
You Don't Know,702,702,249.0,0.629,0.427,1999ø
Word Iz Bond,No Doubt,702,259.4,0.629,0.427,1996ø
Will You Be OK,702,702,265.0,0.629,0.427,1999ø
Where My Girls At,702,702,166.7,0.629,0.427,1999ø
What More Can He Do,702,702,231.6,0.629,0.427,1999ø
Trouble,Star,702,209.4,0.629,0.427,2003ø
Tell Your Girl,702,702,228.4,0.629,0.427,1999ø
Stringing Me Along,Star,702,237.6,0.629,0.427,2003ø
Steelo,No Doubt,702,258.0,0.629,0.427,1996ø
Show You My Love,No Doubt,702,259.5,0.629,0.427,1996ø
Round & Round,No Doubt,702,261.6,0.629,0.427,1996ø
Reality,Star,702,149.7,0.629,0.427,2003ø
Places,Star,702,454.7,0.629,0.427,2003ø
Not Gonna,No Doubt,702,253.2,0.629,0.427,1996ø
No Way,Star,702,207.5,0.629,0.427,2003ø
Make Time,702,702,265.7,0.629,0.427,1999ø
Jealousy,Star,702,252.4,0.629,0.427,2003ø
I'm Wit It,Star,702,257.1,0.629,0.427,2003ø
I Still Love You,Star,702,287.0,0.629,0.427,2003ø
Gotta Leave,702,702,309.6,0.629,0.427,1999ø
Get Down Like Dat,No Doubt,702,253.3,0.629,0.427,1996ø
Finding My Way,No Doubt,702,301.5,0.629,0.427,1996ø
Feelings,Star,702,221.9,0.629,0.427,2003ø
Don't Go Breaking My Heart,702,702,239.7,0.629,0.427,1999ø
Come & Knock On My Door,Star,702,244.9,0.629,0.427,2003ø
Certified,Star,702,273.5,0.629,0.427,2003ø
Better Day (Ghetto Girl),Star,702,239.4,0.629,0.427,2003ø
Betcha She,Star,702,212.4,0.629,0.427,2003ø
"7"" (Interlude)",702,702,39.0,0.629,0.427,1999ø
"2"" (Interlude)",702,702,44.6,0.629,0.427,1999ø
"0"" (Interlude)",702,702,40.8,0.629,0.427,1999ø
