You Want It,Between The Devil,Fixmer|McCarthy,380.9,0.306,0.371,2004ø
Trans European,Into The Night,Fixmer|McCarthy,260.2,0.306,0.371,2008ø
Tonight I sleep,Into The Night,Fixmer|McCarthy,260.6,0.306,0.371,2008ø
Through a Screen,Between The Devil,Fixmer|McCarthy,347.1,0.306,0.371,2004ø
Splitter,Between The Devil,Fixmer|McCarthy,360.9,0.306,0.371,2004ø
Spinner,Between The Devil,Fixmer|McCarthy,192.0,0.306,0.371,2004ø
Pistol Whipper,Into the night,Fixmer|McCarthy,284.3,0.306,0.371,2008ø
Nutsplit,Between The Devil,Fixmer|McCarthy,123.5,0.306,0.371,2004ø
Make War,Into The Night,Fixmer|McCarthy,216.9,0.306,0.371,2008ø
Love the Night,Into The Night,Fixmer|McCarthy,246.7,0.306,0.371,2008ø
Look to me,Into The Night,Fixmer|McCarthy,339.3,0.306,0.371,2006ø
Like Voodoo,Into The Night,Fixmer|McCarthy,262.8,0.306,0.371,2008ø
Intro the Night,Into The Night,Fixmer|McCarthy,97.4,0.306,0.371,2008ø
I Run,Between The Devil,Fixmer|McCarthy,344.6,0.306,0.371,2004ø
Hate me,Into The Night,Fixmer|McCarthy,308.3,0.306,0.371,2008ø
By Any Other Name,Between The Devil,Fixmer|McCarthy,408.6,0.306,0.371,2004ø
Blood and Music,Into The Night,Fixmer|McCarthy,251.0,0.306,0.371,2008ø
Banging down your Door,Into The Night,Fixmer|McCarthy,309.3,0.306,0.371,2008ø
And then finally,Into the night,Fixmer|McCarthy,357.4,0.306,0.371,2006ø
A great and distant Silence,Into The Night,Fixmer|McCarthy,165.0,0.306,0.371,2008ø
