Y'en a qui disent,La suite logique,83,173.0,0.628,0.137,2002ø
XXL,Hip hop 101,83,219.3,0.628,0.137,2001ø
Toujours le meme genre,La suite logique,83,196.4,0.628,0.137,2002ø
Straight like dat,La suite logique,83,201.3,0.628,0.137,2002ø
La vraie vie,La suite logique,83,224.9,0.628,0.137,2002ø
La pression,La suite logique,83,178.4,0.628,0.137,2002ø
La charge,Hip hop 101,83,239.0,0.628,0.137,2001ø
J'suis comme j'suis,La suite logique,83,235.6,0.628,0.137,2002ø
Icitte,La suite logique,83,243.8,0.628,0.137,2002ø
Hot ishh remix,Hip hop 101,83,215.0,0.628,0.137,2001ø
Haut de gamme,Hip hop 101,83,188.6,0.628,0.137,2001ø
Flashback,La suite logique,83,184.4,0.628,0.137,2002ø
C'est le temps d'y aller,Hip hop 101,83,209.7,0.628,0.137,2001ø
Bounce avec le 83,Hip hop 101,83,198.2,0.628,0.137,2001ø
Appel local,Hip hop 101,83,177.0,0.628,0.137,2001ø
4-1-8-3,Hip hop 101,83,222.6,0.628,0.137,2001ø
100% hip hop,La suite logique,83,258.7,0.628,0.137,2002ø
10 juin 2001,La suite logique,83,179.4,0.628,0.137,2002ø
83,Hip hop 101,83,234.2,0.628,0.137,2001ø
