The Scream,The Complete Collection,1919,235.2,0.505,0.364,1983ø
The Ritual,The Complete Collection,1919,223.6,0.505,0.364,1983ø
The Hunted,The Complete Collection,1919,288.2,0.505,0.364,1983ø
Tear Down These Walls,The Complete Collection,1919,185.8,0.505,0.364,2001ø
Storm,The Complete Collection,1919,260.0,0.505,0.364,1983ø
Slave,The Complete Collection,1919,196.3,0.505,0.364,1983ø
Midas Touch,The Complete Collection,1919,181.5,0.505,0.364,1984ø
Giant (Original Version),The Complete Collection,1919,227.5,0.505,0.364,1984ø
Earth Song,The Complete Collection,1919,149.1,0.505,0.364,1984ø
Cry Wolf,The Complete Collection,1919,343.2,0.505,0.364,1983ø
Can This Be Real,The Complete Collection,1919,242.3,0.505,0.364,1984ø
Caged,The Complete Collection,1919,152.7,0.505,0.364,1982ø
Alien,The Complete Collection,1919,233.3,0.505,0.364,1983ø
After The Fall,The Complete Collection,1919,262.3,0.505,0.364,1982ø
