You're Mean,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,353.9,0.548,0.358,1976ø
Webb's Boogie,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,348.4,0.548,0.358,1976ø
Unlucky Boy,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,152.0,0.548,0.358,1976ø
Tutti Frutti,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,148.8,0.548,0.358,1976ø
Too Late To Cry,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,187.1,0.548,0.358,1976ø
The Thrill Is Gone,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,327.8,0.548,0.358,1976ø
The Loser,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,149.4,0.548,0.358,1972ø
Stan The Man,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,262.8,0.548,0.358,1976ø
Revelation,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,309.4,0.548,0.358,1976ø
Prudence's Party,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,190.8,0.548,0.358,1976ø
Poor Boy,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,410.4,0.548,0.358,1972ø
Jammin' With The Ash,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,421.4,0.548,0.358,1976ø
If I Were A Carpenter,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,393.5,0.548,0.358,1972ø
Going Down,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,212.5,0.548,0.358,1972ø
Daughter Of The Hillside,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,232.7,0.548,0.358,1972ø
Crying Won't Help You Now,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,308.9,0.548,0.358,1972ø
As Time Goes Passing By,Poor Boy - The Deram Years 1972-1974,Chicken Shack | Stan Webb,210.2,0.548,0.358,1976ø
