You're The Best Thing,There It Is,911,240.4,0.542,0.368,1999ø
Private Number,There It Is,911,216.1,0.542,0.368,1999ø
Party People... Friday Night (Jon Douglas Radio Edit),Moving On,911,214.2,0.542,0.368,1997ø
Nothing Stops The Rain,Moving On,911,214.9,0.542,0.368,1998ø
More Than A Woman,There It Is,911,194.9,0.542,0.368,1998ø
Make You My Baby,Moving On,911,189.0,0.542,0.368,1999ø
Love Sensation,The Journey,911,223.4,0.542,0.368,1997ø
How Do You Want Me To Love You?,Moving On,911,204.9,0.542,0.368,1998ø
Don't Walk Away,Moving On,911,241.3,0.542,0.368,1999ø
Don't Make Me Wait,The Journey,911,262.0,0.542,0.368,1996ø
Bodyshakin' (Radio Mix),The Journey,911,227.3,0.542,0.368,1997ø
A Little Bit More,There It Is,911,228.3,0.542,0.368,1999ø
