Riding With The King,Complete Clapton,Eric Clapton | B.B. King,263.3,0.653,0.635,2008ø
Worried Life Blues (Album Version),Riding With The King,Eric Clapton | B.B. King,265.5,0.651,0.473,2000ø
Three O'Clock Blues (Album Version),Riding With The King,Eric Clapton | B.B. King,516.5,0.651,0.473,2000ø
Ten Long Years (Album Version),Riding With The King,Eric Clapton | B.B. King,280.5,0.651,0.473,2000ø
Marry You (Album Version),Riding With The King,Eric Clapton | B.B. King,299.5,0.651,0.473,2000ø
Key To The Highway (Album Version),Riding With The King,Eric Clapton | B.B. King,220.0,0.651,0.473,2000ø
Hold On I'm Coming (Album Version),Riding With The King,Eric Clapton | B.B. King,379.9,0.651,0.473,2000ø
Help The Poor (Album Version),Riding With The King,Eric Clapton | B.B. King,306.3,0.651,0.473,2000ø
Days Of Old (Album Version),Riding With The King,Eric Clapton | B.B. King,180.3,0.651,0.473,2000ø
Come Rain Or Come Shine (Album Version),Riding With The King,Eric Clapton | B.B. King,251.4,0.651,0.473,2000ø
