wriggle girls,Play Dolls,12012,305.8,0.554,0.468,2006ø
with shallow,Play Dolls,12012,333.4,0.554,0.468,2006ø
the swim,Play Dolls,12012,333.0,0.554,0.468,2006ø
queer passion,Play Dolls,12012,259.4,0.554,0.468,2006ø
my room agony,Play Dolls,12012,328.5,0.554,0.468,2006ø
melancholy,Play Dolls,12012,264.0,0.554,0.468,2006ø
icy~cold city~,Play Dolls,12012,214.3,0.554,0.468,2006ø
hermit,Play Dolls,12012,291.6,0.554,0.468,2006ø
cheeky doll,Play Dolls,12012,281.1,0.554,0.468,2006ø
calf love,Play Dolls,12012,255.9,0.554,0.468,2006ø
