Weekend,Love life L'amore e la vita al tempo degli 883,883,227.5,0.547,0.456,1993ø
Viaggio al centro del mondo (Jeo's remix),Grazie mille,883,235.0,0.547,0.456,2002ø
Viaggio Al Centro Del Mondo - Eiffel 65 Rmx  ( Gabry Ponte Radio Cut ),Viaggio Al Centro Del Mondo,883,259.2,0.547,0.456,1999ø
Una Canzone D'amore,Love life L'amore e la vita al tempo degli 883,883,332.5,0.547,0.456,1995ø
Tps (Demo Version),La Dura Legge Del Gol,883,253.8,0.547,0.456,2000ø
Tieni Il Tempo,Gli Anni,883,215.1,0.547,0.456,1995ø
Ti Sento Vivere,Love life L'amore e la vita al tempo degli 883,883,236.0,0.547,0.456,1995ø
Sei Un Mito (Stefano Secchi Remix),Nord Sud Ovest Est,883,226.1,0.547,0.456,1994ø
Sei Un Mito,Tutto Max,883,306.8,0.547,0.456,1993ø
Se Tornerai,Love life L'amore e la vita al tempo degli 883,883,217.5,0.547,0.456,1998ø
S'inkazza (Pierpa & Didde Remix),Hanno Ucciso L'uomo Ragno,883,231.2,0.547,0.456,1994ø
Rotta X Casa Di Dio,Gli Anni,883,292.4,0.547,0.456,1993ø
Quello che capita,Love life L'amore e la vita al tempo degli 883,883,291.8,0.547,0.456,2002ø
Nord Sud Ovest Est (Datura Sonora Remix),Nord Sud Ovest Est,883,333.5,0.547,0.456,1994ø
Non Mi Arrendo,La Dura Legge Del Gol,883,274.3,0.547,0.456,1998ø
Non Me La Menare (Shout Remix),Hanno Ucciso L'uomo Ragno,883,280.9,0.547,0.456,1994ø
Non Me La Menare,Hanno Ucciso L'uomo Ragno,883,251.9,0.547,0.456,1992ø
Non Ci Spezziamo,Nord Sud Ovest Est,883,185.6,0.547,0.456,1993ø
Nient'altro che noi,Grazie mille,883,271.9,0.547,0.456,1999ø
Nella Notte,Gli Anni,883,261.5,0.547,0.456,1993ø
La Regola Dell'amico,Gli Anni,883,244.5,0.547,0.456,1998ø
La rana e lo scorpione,Grazie mille,883,329.1,0.547,0.456,1999ø
La lunga estate caldissima,Tutto Max,883,225.1,0.547,0.456,2001ø
La Dura Legge Del Gol,Love life L'amore e la vita al tempo degli 883,883,302.3,0.547,0.456,1998ø
Innamorare Tanto,La Dura Legge Del Gol,883,244.9,0.547,0.456,1998ø
Il Problema (Demo Version),Hanno Ucciso L'uomo Ragno,883,224.7,0.547,0.456,2000ø
Il Grande Incubo (Bliss Team Remix),La Donna Il Sogno & Il Grande Incubo,883,273.0,0.547,0.456,2000ø
Il Grande Incubo,La Donna Il Sogno & Il Grande Incubo,883,297.8,0.547,0.456,1995ø
Grazie Mille,Love life L'amore e la vita al tempo degli 883,883,243.2,0.547,0.456,1999ø
Gli Avvoltoi,La Donna Il Sogno & Il Grande Incubo,883,238.8,0.547,0.456,1995ø
Gli Anni,La Donna Il Sogno & Il Grande Incubo,883,291.8,0.547,0.456,1995ø
Fattore S,La Donna Il Sogno & Il Grande Incubo,883,259.6,0.547,0.456,1995ø
Dopo il solito bip,Grazie mille,883,292.1,0.547,0.456,1999ø
Con Un Deca (Fargetta Remix),Hanno Ucciso L'uomo Ragno,883,354.2,0.547,0.456,2000ø
Come Mai (Bliss Team Remix),Nord Sud Ovest Est,883,367.5,0.547,0.456,1994ø
Come Mai,Tutto Max,883,256.5,0.547,0.456,1998ø
Come deve andare,Love life L'amore e la vita al tempo degli 883,883,274.4,0.547,0.456,2001ø
Chiuditi Nel Cesso,La Donna Il Sogno & Il Grande Incubo,883,235.7,0.547,0.456,2000ø
Caterina - Aeroplano,Nord Sud Ovest Est,883,266.4,0.547,0.456,1993ø
Almeno una volta,Grazie mille,883,220.4,0.547,0.456,1999ø
1 in +,Tutto Max,883,281.7,0.547,0.456,2001ø
