This Is Us,All The Roadrunning,Mark Knopfler | Emmylou Harris,275.9,0.461,0.459,2006ø
Rollin' On,All The Roadrunning,Mark Knopfler | Emmylou Harris,252.4,0.461,0.459,2006ø
Right Now,All The Roadrunning,Mark Knopfler | Emmylou Harris,212.2,0.461,0.459,2006ø
Red Staggerwing,All The Roadrunning,Mark Knopfler | Emmylou Harris,180.8,0.461,0.459,2006ø
Love and Happiness,All The Roadrunning,Mark Knopfler | Emmylou Harris,261.0,0.461,0.459,2006ø
If This Is Goodbye,All The Roadrunning,Mark Knopfler | Emmylou Harris,284.8,0.461,0.459,2006ø
I Dug Up A Diamond,All The Roadrunning,Mark Knopfler | Emmylou Harris,216.8,0.461,0.459,2006ø
Donkey Town,All The Roadrunning,Mark Knopfler | Emmylou Harris,342.2,0.461,0.459,2006ø
Beyond My Wildest Dreams,All The Roadrunning,Mark Knopfler | Emmylou Harris,264.1,0.461,0.459,2006ø
Belle Starr,All The Roadrunning,Mark Knopfler | Emmylou Harris,184.3,0.461,0.459,2006ø
Beachcombing,All The Roadrunning,Mark Knopfler | Emmylou Harris,254.1,0.461,0.459,2006ø
All The Roadrunning,The Best of Dire Straits & Mark Knopfler - Private Investigations(Double CD),Mark Knopfler | Emmylou Harris,289.8,0.461,0.459,2005ø
