Wolf,Separates,999,224.2,0.578,0.47,1978ø
Too Much Money,Death In Soho,999,159.5,0.578,0.47,2007ø
Titanic Reaction (Live),The Biggest Tour In Sport / The Biggest Prize In Sport,999,194.8,0.578,0.47,2002ø
The Biggest Prize In Sport,English Wipeout,999,179.6,0.578,0.47,1979ø
Taboo,Slam!,999,180.0,0.578,0.47,1981ø
Subterfuge,Separates,999,149.9,0.578,0.47,1978ø
Stranger,The Biggest Tour In Sport / The Biggest Prize In Sport,999,192.6,0.578,0.47,1979ø
Stop! Stop!,Outburst! Demos And Outtakes '77-'79,999,133.9,0.578,0.47,1979ø
Soldier,Outburst! Demos And Outtakes '77-'79,999,235.0,0.578,0.47,1978ø
Scandal In The City,Slam!,999,117.6,0.578,0.47,1982ø
Pick It Up,English Wipeout,999,140.6,0.578,0.47,1978ø
Out Of Reach,Separates,999,199.5,0.578,0.47,1978ø
On The Line,Feelin' Alright With The Crew,999,199.1,0.578,0.47,1992ø
Nobody Knows,English Wipeout,999,221.4,0.578,0.47,1978ø
No Pity,English Wipeout,999,118.7,0.578,0.47,1977ø
My Street Stinks,English Wipeout,999,105.3,0.578,0.47,1978ø
Me And My Desire,999,999,229.4,0.578,0.47,1978ø
Let's Face It,Feelin' Alright With The Crew,999,216.6,0.578,0.47,1978ø
Inside Out,Slam!,999,155.9,0.578,0.47,1979ø
Innocent,Death In Soho,999,248.6,0.578,0.47,2007ø
Homicide,Live And Loud,999,284.9,0.578,0.47,1978ø
Hollywood,The Biggest Tour In Sport / The Biggest Prize In Sport,999,180.8,0.578,0.47,1979ø
Hit Me,Lust_ Power And Money,999,203.8,0.578,0.47,1978ø
Heart To Heart,Outburst! Demos And Outtakes '77-'79,999,170.8,0.578,0.47,1999ø
Feelin' Alright With The Crew (Live),The Biggest Tour In Sport / The Biggest Prize In Sport,999,218.8,0.578,0.47,1993ø
Emergency (Live),The Biggest Tour In Sport / The Biggest Prize In Sport,999,164.8,0.578,0.47,1993ø
Emergency,Feelin' Alright With The Crew,999,170.0,0.578,0.47,1978ø
Chicane Destination,English Wipeout,999,114.1,0.578,0.47,1978ø
Change,Slam!,999,237.4,0.578,0.47,1981ø
Bongos On The Nile,Slam!,999,275.0,0.578,0.47,1981ø
Boiler,The Biggest Tour In Sport / The Biggest Prize In Sport,999,225.3,0.578,0.47,1979ø
