Maybe,Alison Krauss + Union Station Live,Alison Krauss | Union Station,265.8,0.677,0.475,1999ø
Down To The River To Pray,Alison Krauss + Union Station Live,Alison Krauss | Union Station,129.7,0.677,0.475,2000ø
Windy City Rag,Two Highways,Alison Krauss | Union Station,150.0,0.665,0.425,1992ø
Union House Branch,Lonely Runs Both Ways,Alison Krauss | Union Station,175.2,0.665,0.425,2004ø
This Sad Song,Lonely Runs Both Ways,Alison Krauss | Union Station,140.9,0.665,0.425,2004ø
There Is A Reason,So Long So Wrong,Alison Krauss | Union Station,261.8,0.665,0.425,1997ø
The Road Is A Lover,So Long So Wrong,Alison Krauss | Union Station,190.2,0.665,0.425,1997ø
The Lucky One,Alison Krauss + Union Station Live,Alison Krauss | Union Station,220.9,0.665,0.425,2001ø
The Boy Who Wouldn't Hoe Corn,New Favorite,Alison Krauss | Union Station,279.4,0.665,0.425,2001ø
Teardrops Will Kiss The Morning Dew,Two Highways,Alison Krauss | Union Station,222.1,0.677,0.425,1992ø
Take Me For Longing,New Favorite,Alison Krauss | Union Station,171.1,0.665,0.425,2001ø
So Long_ So Wrong,So Long So Wrong,Alison Krauss | Union Station,201.9,0.665,0.425,1997ø
Restless,Essential Alison Krauss,Alison Krauss | Union Station,174.9,0.665,0.425,2004ø
Rain Please Go Away,Lonely Runs Both Ways,Alison Krauss | Union Station,148.8,0.665,0.425,2004ø
Pain Of A Troubled Life,So Long So Wrong,Alison Krauss | Union Station,172.2,0.665,0.425,1997ø
No Place to Hide,So Long So Wrong,Alison Krauss | Union Station,205.7,0.665,0.425,1997ø
New Fool,Every Time You Say Goodbye,Alison Krauss | Union Station,168.5,0.677,0.425,1992ø
New Favorite,Alison Krauss + Union Station Live,Alison Krauss | Union Station,240.6,0.665,0.425,2001ø
Momma Cried,New Favorite,Alison Krauss | Union Station,200.8,0.665,0.425,2001ø
Lose Again,Every Time You Say Goodbye,Alison Krauss | Union Station,176.4,0.677,0.425,1992ø
Looking In The Eyes Of Love,So Long So Wrong,Alison Krauss | Union Station,256.4,0.665,0.425,1997ø
Little Liza Jane,So Long So Wrong,Alison Krauss | Union Station,100.3,0.665,0.425,1997ø
Let Me Touch You For Awhile,Essential Alison Krauss,Alison Krauss | Union Station,200.1,0.665,0.425,2001ø
It All Comes Down To You,New Favorite,Alison Krauss | Union Station,164.9,0.665,0.425,2001ø
I'm Gone,New Favorite,Alison Krauss | Union Station,208.0,0.665,0.425,2001ø
I Don't Have To Live This Way,Lonely Runs Both Ways,Alison Krauss | Union Station,123.2,0.665,0.425,2004ø
I Can Let Go Now,So Long So Wrong,Alison Krauss | Union Station,146.0,0.665,0.425,1997ø
Heartstrings,Every Time You Say Goodbye,Alison Krauss | Union Station,211.6,0.677,0.425,1992ø
Ghost In This House,Alison Krauss + Union Station Live,Alison Krauss | Union Station,269.8,0.665,0.425,2002ø
Forget About It,Alison Krauss + Union Station Live,Alison Krauss | Union Station,198.2,0.665,0.425,2002ø
Find My Way Back To My Heart,So Long So Wrong,Alison Krauss | Union Station,211.7,0.665,0.425,1997ø
Faraway Land,Alison Krauss + Union Station Live,Alison Krauss | Union Station,199.2,0.665,0.425,2002ø
Every Time You Say Goodbye,Now That I've Found You - A Collection,Alison Krauss | Union Station,195.7,0.677,0.425,1992ø
Deeper Than Crying,So Long So Wrong,Alison Krauss | Union Station,185.9,0.665,0.425,1997ø
Crazy Faith,New Favorite,Alison Krauss | Union Station,227.2,0.665,0.425,2001ø
Cluck Old Hen,Alison Krauss + Union Station Live,Alison Krauss | Union Station,167.7,0.665,0.425,1992ø
Choctaw Hayride,Alison Krauss + Union Station Live,Alison Krauss | Union Station,205.3,0.665,0.425,2001ø
Broadway,Alison Krauss + Union Station Live,Alison Krauss | Union Station,237.5,0.665,0.425,2002ø
Bright Sunny South,Alison Krauss + Union Station Live,Alison Krauss | Union Station,187.7,0.665,0.425,2001ø
Borderline,Lonely Runs Both Ways,Alison Krauss | Union Station,205.6,0.665,0.425,2004ø
Another Day_ Another Dollar,Every Time You Say Goodbye,Alison Krauss | Union Station,150.1,0.677,0.425,1992ø
