People Music,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,184.5,0.618,0.408,1975ø
Nothin' Good Comes Easy,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,203.3,0.618,0.408,1975ø
Let's Do It Together Again,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,189.9,0.618,0.408,1975ø
J.A.P. (Just Another Punk),The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,267.4,0.618,0.408,1975ø
Infinite Peace In Rhythm,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,188.6,0.618,0.408,1975ø
Good Shot,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,219.1,0.618,0.408,1975ø
Diamond Eyes,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,233.1,0.618,0.408,1975ø
Cool Dance,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,177.8,0.618,0.408,1975ø
Chainsaw,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,194.1,0.618,0.408,1975ø
Can't Tell One From The Other,The Edgar Winter Group With Rick Derringer,The Edgar Winter Group;Rick Derringer,159.0,0.618,0.408,1975ø
