What I Saw,Feedback Is Payback,1208,160.1,0.529,0.386,2002ø
Turn Of The Screw,Turn Of The Screw,1208,116.1,0.529,0.386,2004ø
Time To Remember,Turn Of The Screw,1208,153.7,0.529,0.386,2004ø
The Saint,Turn Of The Screw,1208,192.4,0.529,0.386,2004ø
Tell Me Again,Turn Of The Screw,1208,172.9,0.529,0.386,2004ø
Speak Easy,Feedback Is Payback,1208,149.4,0.529,0.386,2002ø
Smash The Badge,Turn Of The Screw,1208,142.1,0.529,0.386,2004ø
Slowburn,Feedback Is Payback,1208,194.0,0.529,0.386,2002ø
Scared Away,Feedback Is Payback,1208,188.3,0.529,0.386,2002ø
Retire,Feedback Is Payback,1208,142.2,0.529,0.386,2002ø
Pick Your Poison,Feedback Is Payback,1208,197.5,0.529,0.386,2002ø
Outside Looking In,Feedback Is Payback,1208,166.0,0.529,0.386,2002ø
Obstructure,Feedback Is Payback,1208,171.1,0.529,0.386,2002ø
Not You,Turn Of The Screw,1208,194.2,0.529,0.386,2004ø
Next Big Thing,Turn Of The Screw,1208,184.4,0.529,0.386,2004ø
My Loss,Turn Of The Screw,1208,210.5,0.529,0.386,2004ø
Lost And Found,Turn Of The Screw,1208,185.7,0.529,0.386,2004ø
Lightshow,Feedback Is Payback,1208,141.7,0.529,0.386,2002ø
Lies That Lie,Feedback Is Payback,1208,152.7,0.529,0.386,2002ø
Just Anyone,Feedback Is Payback,1208,166.3,0.529,0.386,2002ø
Hurts To Know,Turn Of The Screw,1208,164.3,0.529,0.386,2004ø
From Below,Turn Of The Screw,1208,156.0,0.529,0.386,2004ø
Fall Apart,Turn Of The Screw,1208,188.4,0.529,0.386,2004ø
Erase 'em All,Feedback Is Payback,1208,164.9,0.529,0.386,2002ø
All I Can Do,Turn Of The Screw,1208,132.6,0.529,0.386,2004ø
1988,Feedback Is Payback,1208,208.4,0.529,0.386,2002ø
