Want Ads,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,230.6,0.508,0.398,1971ø
The Day I Found Myself,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,261.3,0.508,0.398,1971ø
Take My Love,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,191.0,0.508,0.398,1971ø
Take Me With You,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,182.1,0.508,0.398,2001ø
Sunday Morning People,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,165.7,0.508,0.398,1971ø
Stick Up,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,184.9,0.508,0.398,2001ø
Stay In My Corner,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,299.6,0.508,0.398,1972ø
Son Of A Preacher Man,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,149.6,0.508,0.398,1971ø
Ooo Baby Baby,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,382.5,0.508,0.398,2001ø
How Does It Feel,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,192.2,0.508,0.398,1971ø
Blessed Be Our Love,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,181.7,0.508,0.398,2001ø
Aquarius,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,180.1,0.508,0.398,1971ø
Ace In the Hole,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,187.0,0.508,0.398,1972ø
A Little More,Take Me With You + Sweet Replies + Soulful Tapestry + Love_ Peace And Soul&Plus,Honey Cone,204.4,0.508,0.398,1971ø
