You Gotta Have Love In Your Heart,Motown Chartbusters Vol.7,The Supremes | Four Tops,169.4,0.233,0.358,1971ø
You Ain't Livin' Till You're Lovin',Magnificent: The Complete Studio Duets,The Supremes | Four Tops,170.9,0.233,0.358,2009ø
Without The One You Love,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,210.4,0.233,0.358,1970ø
When I'm With You,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,227.0,0.233,0.358,2009ø
Together We Can Make Such Sweet Music,The Complete Motown Singles Vol. 10: 1970,The Supremes | Four Tops,184.7,0.233,0.358,1970ø
Stoned Soul Picnic,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,204.9,0.233,0.358,1970ø
Poinciana,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,239.4,0.233,0.358,2009ø
Love The One You're With,The '70s Anthology,The Supremes | Four Tops,227.4,0.681,0.358,1972ø
Let's Make Love Now,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,199.4,0.233,0.358,1971ø
Knock On My Door,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,139.6,0.233,0.358,1970ø
It's Your Thing,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,219.9,0.233,0.358,2009ø
It's Impossible,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,213.3,0.233,0.358,1972ø
It's Got To Be A Miracle (This Thing Called Love),Magnificent: The Complete Studio Duets,The Supremes | Four Tops,250.7,0.233,0.358,1970ø
If,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,204.8,0.233,0.358,1972ø
I'm Glad About It,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,198.0,0.233,0.358,1971ø
I'll Try Not To Cry,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,166.5,0.233,0.358,1971ø
I Wonder Where We're Going,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,181.5,0.233,0.358,1971ø
I Had A Dream,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,184.7,0.233,0.358,2009ø
Hold On To Me,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,164.4,0.233,0.358,2009ø
Hello Stranger,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,182.6,0.233,0.358,1972ø
Gimme Some Lovin',Magnificent: The Complete Studio Duets,The Supremes | Four Tops,245.5,0.233,0.358,2009ø
Function At The Junction,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,177.9,0.233,0.358,2002ø
For Your Love,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,178.8,0.233,0.358,1970ø
Everyday People,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,180.4,0.233,0.358,1970ø
Chain Reaction,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,221.0,0.233,0.358,2009ø
Bring Back Your Love,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,181.5,0.233,0.358,2009ø
Ain't Nothing Like The Real Thing,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,158.5,0.233,0.358,2009ø
A Taste Of Honey,Magnificent: The Complete Studio Duets,The Supremes | Four Tops,192.3,0.233,0.358,1970ø
